COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
NBA LIVE 2002,2,0,1,1,NBA LIVE,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2001-10-01,2001,10,E,NO,71.95000076,49.50,0,0,1,6,0,1,942380,45.480134,0.954302996,46.00,1019710,47.65796
NBA LIVE 2003,3,1,1,1,NBA LIVE,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2002-10-01,2002,10,E,NO,81.53333282,47.33,45.480134,64.03943,0,24,3,9,1321535,61.860301,0.938848978,41.33,1445843,65.889512
NBA LIVE 2004,3,1,1,1,NBA LIVE,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2003-10-01,2003,10,E,NO,81.53333282,49.67,61.860301,125.899728,0,15,6,36,1655574,80.876837,0.956241752,47.67,1754610,84.577814
NBA LIVE 2005,3,1,1,1,NBA LIVE,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2004-09-01,2004,9,E,NO,81.30000051,33.33,80.876837,206.776567,0,8,9,54,1891910,63.4502,0.774735322,32.33,2512198,81.899196
NBA SHOOTOUT 2001,1,0,0,1,NBA SHOOTOUT,NATL BASKETBALL ASSOC,SONY,989 SPORTS,SPORTS,BASKETBALL,2001-02-01,2001,2,E,NO,57,42.00,0,0,0,6,0,1,46278,1.913823625,0.883452719,36.00,59863,2.1663
NBA SHOOTOUT 2003,1,0,0,1,NBA SHOOTOUT,NATL BASKETBALL ASSOC,SONY,SONY COMPUTER ENTERTAINMENT,SPORTS,BASKETBALL,2002-09-01,2002,9,E,NO,68.40000153,39.00,1.913823625,1.913823625,0,10,1,8,70416,2.66358825,0.87278624,35.00,87144,3.051822
NBA SHOOTOUT 2004,1,0,0,1,NBA SHOOTOUT,NATL BASKETBALL ASSOC,SONY,KILLER GAME,SPORTS,BASKETBALL,2003-10-01,2003,10,E,YES,64.19999695,40.00,2.66358825,4.577412,0,7,2,19,89290,3.26353725,0.922679897,35.00,100438,3.53702
NBA STARTING FIVE,2,0,1,1,,NATL BASKETBALL ASSOC,KONAMI DIGITAL ENT.,KONAMI,SPORTS,BASKETBALL,2002-10-01,2002,10,E,NO,52.69999886,42.50,0,0,0,18,0,9,66490,0.987937016,0.834556399,16.50,81520,1.183787
NBA STREET,2,1,0,1,NBA STREET,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,NUFX,SPORTS,BASKETBALL,2001-06-01,2001,2,E,NO,85.70000076,43.50,0,0,0,12,0,1,1031438,43.226217,0.680319624,29.50,1970716,63.538101
NBA STREET VOL 2,3,1,1,1,NBA STREET,NATL BASKETBALL ASSOC,ELECTRONIC ARTS,NUFX,SPORTS,BASKETBALL,2003-04-01,2003,4,E,NO,88.79999797,46.33,43.226217,43.226217,0,15,2,36,1480506,63.2379045,0.826322798,33.67,2136674,76.529299
NCAA BASKETBALL 2K3,3,1,1,1,NCAA BASKETBALL,COLLEGE LIC PRODUCTS,SEGA OF AMERICA,KUSH GAMES,SPORTS,BASKETBALL,2002-12-01,2002,12,E,NO,83.19999949,50.00,0,0,0,24,0,9,173738,8.185886,0.984159216,46.33,183613,8.317644
NCAA FINAL FOUR 2001,1,0,0,1,NCAA FINAL FOUR,COLLEGE LIC PRODUCTS,SONY,KILLER GAME,SPORTS,BASKETBALL,2000-12-01,2000,12,E,NO,48.79999924,50.00,0,0,0,0,0,0,64895,2.982148,0.94900633,42.00,74713,3.14239
NCAA FINAL FOUR 2002,1,0,0,1,NCAA FINAL FOUR,COLLEGE LIC PRODUCTS,SONY,KILLER GAME,SPORTS,BASKETBALL,2001-07-01,2001,7,E,NO,64.59999847,50.00,2.982148,2.982148,0,6,1,1,89134,4.055659,0.813786698,40.00,123104,4.983688
NCAA FINAL FOUR 2003,1,0,0,1,NCAA FINAL FOUR,COLLEGE LIC PRODUCTS,SONY,KILLER GAME,SPORTS,BASKETBALL,2002-11-01,2002,11,E,NO,57.59999847,40.00,4.055659,7.037807,0,10,2,8,63283,2.399951,0.924315502,35.00,74478,2.596463
NCAA FINAL FOUR 2004,1,0,0,1,NCAA FINAL FOUR,COLLEGE LIC PRODUCTS,SONY,SONY COMPUTER ENTERTAINMENT,SPORTS,BASKETBALL,2003-11-01,2003,11,E,YES,50.5,40.00,2.399951,9.437758,0,7,3,19,62498,2.086677375,0.924811187,32.00,70881,2.256328
NCAA FOOTBALL 2002,1,0,0,1,NCAA FOOTBALL,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2001-07-01,2001,7,E,NO,89.80000305,50.00,0,0,0,5,0,3,595396,29.939066,0.94644144,50.00,633544,31.6333
NCAA FOOTBALL 2003,3,1,1,1,NCAA FOOTBALL,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2002-07-01,2002,7,E,NO,89.96666463,46.00,29.939066,29.939066,0,21,1,13,1308129,61.6705105,0.957940433,41.00,1407070,64.378231
NCAA FOOTBALL 2004,3,1,1,1,NCAA FOOTBALL,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2003-07-01,2003,7,E,NO,90.16666667,49.33,61.6705105,91.6095745,0,12,4,37,1422111,69.47557475,0.968871929,47.00,1489817,71.707697
NCAA FOOTBALL 2005,3,1,1,1,NCAA FOOTBALL,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2004-07-01,2004,7,E,NO,87.83333333,46.33,69.47557475,161.085149,0,12,7,52,1470712,68.822289,0.93692142,45.33,1602322,73.455775
NCAA FOOTBALL 2K3,3,1,1,1,NCAA FOOTBALL 2K,COLLEGE LIC PRODUCTS,SEGA OF AMERICA,AVALANCHE SOFTWARE,SPORTS,FOOTBALL,2002-08-01,2002,8,E,NO,72.03333537,33.00,0,0,0,21,0,13,255477,6.830876,0.856046377,20.67,353989,7.979563
NCAA GAMEBREAKER 2001,1,0,0,1,NCAA GAMEBREAKER,COLLEGE LIC PRODUCTS,SONY,RED ZONE INTERACTIVE,SPORTS,FOOTBALL,2000-12-01,2000,12,E,NO,51.09999847,50.00,0,0,0,2,0,0,51143,2.259552,0.930260286,40.00,60762,2.428946
NCAA GAMEBREAKER 2003,1,0,0,1,NCAA GAMEBREAKER,COLLEGE LIC PRODUCTS,SONY,RED ZONE INTERACTIVE,SPORTS,FOOTBALL,2002-08-01,2002,8,E,NO,61.5,39.00,2.259552,2.259552,0,7,1,9,76428,2.92487625,0.913422397,35.00,91084,3.202107
NCAA GAMEBREAKER 2004,1,0,0,1,NCAA GAMEBREAKER,COLLEGE LIC PRODUCTS,SONY,SONY COMPUTER ENTERTAINMENT,SPORTS,FOOTBALL,2003-08-01,2003,8,E,YES,64.69999695,39.00,2.92487625,5.184428,0,6,2,17,74684,2.59792425,0.921405916,32.00,87438,2.819522
NCAA MARCH MADNESS 2004,2,0,1,1,NCAA MARCH MADNESS,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2003-11-01,2003,11,E,NO,80.34999847,49.50,0,0,0,13,0,29,510637,23.9741675,0.958037787,46.00,541744,25.02424
NCAA MARCH MADNESS 2005,2,0,1,1,NCAA MARCH MADNESS,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BASKETBALL,2004-11-01,2004,11,E,YES,80.59999847,38.00,23.9741675,23.9741675,0,8,2,44,279946,10.753513,0.62608371,34.50,495116,17.175839
NCAA MARCH MDNSS 2003,1,0,0,1,,COLLEGE LIC PRODUCTS,ELECTRONIC ARTS,NUFX,SPORTS,BASKETBALL,2002-11-01,2002,11,E,NO,73.69999695,50.00,0,0,0,10,0,8,242192,11.580997,0.946790306,46.00,265153,12.23185
NEED FOR SPEED: HOT PURSUIT 2,3,1,1,1,NEED FOR SPEED,,ELECTRONIC ARTS,BLACK BOX GAMES,RACING,ACTION ORIENTED RACING,2002-09-01,2002,9,E,NO,81.23333232,50.00,0,0,0,28,0,36,1118027,44.5656905,0.637925291,28.67,2352373,69.86036
NEED FOR SPEED: UNDERGROUND,3,1,1,1,NEED FOR SPEED,OTHER,ELECTRONIC ARTS,BLACK BOX GAMES,RACING,ACTION ORIENTED RACING,2003-11-01,2003,11,E,NO,84,49.00,44.5656905,44.5656905,0,54,3,67,3199921,149.554691,0.911274621,41.33,3830541,164.11594
NEED FOR SPEED: UNDERGROUND 2,3,1,1,1,NEED FOR SPEED,OTHER,ELECTRONIC ARTS,ELECTRONIC ARTS,RACING,ACTION ORIENTED RACING,2004-11-01,2004,11,E,NO,80.53333282,48.33,149.554691,194.12038,0,27,6,124,2453829,118.558662,0.795077372,48.33,3074952,149.11588
NEO CONTRA,1,0,0,1,CONTRA,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,2004-10-01,2004,10,M,NO,66.90000153,36.00,10.171742,10.171742,0,40,1,82,26282,0.94754,0.519764478,29.00,62175,1.823018
NEW LEGENDS,1,0,1,0,,,THQ,INFINITE MACHINE,ACTION,GENERAL ACTION,2002-02-01,2002,2,T,NO,52.90000153,41.00,0,0,0,21,0,2,30583,1.216331375,0.831561306,28.00,52823,1.462708
NFL 2K2,2,0,1,1,NFL 2K,NATL FOOTBALL LEAGUE,SEGA OF AMERICA,VISUAL CONCEPTS,SPORTS,FOOTBALL,2001-11-01,2001,1,E,NO,86.25,45.50,0,0,1,13,0,5,419780,18.2723715,0.953383087,39.50,462825,19.165823
NFL 2K3,3,1,1,1,NFL 2K,NATL FOOTBALL LEAGUE,SEGA OF AMERICA,VISUAL CONCEPTS,SPORTS,FOOTBALL,2002-08-01,2002,8,E,NO,88.76666514,38.00,14.847944,14.847944,1,21,1,13,975417,26.88867275,0.8859831,23.33,1287629,30.348968
NFL BLITZ 2002,3,1,1,1,NFL BLITZ,NATL FOOTBALL LEAGUE,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,FOOTBALL,2002-02-01,2002,2,E,NO,79.56666819,37.67,0,0,3,21,0,13,215219,8.57961475,0.981355103,36.33,224025,8.74262
NFL BLITZ 2003,3,1,1,1,NFL BLITZ,NATL FOOTBALL LEAGUE,MIDWAY,,SPORTS,FOOTBALL,2002-08-01,2002,8,E,NO,75.26666768,43.00,0,0,3,21,0,13,296530,11.97806575,0.907799427,36.00,350350,13.194617
NFL BLITZ PRO,3,1,1,1,NFL BLITZ,NATL FOOTBALL LEAGUE,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,FOOTBALL,2003-10-01,2003,10,E,NO,71.33333079,40.00,17.397001,20.55768075,0,12,6,37,125713,4.436821,0.960073857,33.00,134228,4.621333
NFL FEVER 2002,1,0,1,0,NFL FEVER,NATL FOOTBALL LEAGUE,MICROSOFT,MICROSOFT,SPORTS,FOOTBALL,2001-10-01,2001,10,E,NO,80.5,49.00,0,0,0,1,0,0,535393,24.50049,0.945907161,44.00,589998,25.90158
NFL FEVER 2003,1,0,1,0,NFL FEVER,NATL FOOTBALL LEAGUE,MICROSOFT,MICROSOFT,SPORTS,FOOTBALL,2002-08-01,2002,8,E,YES,79.59999847,41.00,24.50049,24.50049,0,8,1,2,306177,11.566621,0.921952384,36.00,352347,12.54579
NFL FEVER 2004,1,0,1,0,NFL FEVER,NATL FOOTBALL LEAGUE,MICROSOFT,MICROSOFT,SPORTS,FOOTBALL,2003-08-01,2003,8,E,YES,75.09999847,43.00,11.566621,36.067112,0,4,2,11,164370,6.6038355,0.925425638,39.00,185346,7.135998
NFL GAMEDAY 2001,1,0,0,1,NFL GAMEDAY,NATL FOOTBALL LEAGUE,SONY,RED ZONE INTERACTIVE,SPORTS,FOOTBALL,2000-11-01,2000,11,E,NO,51.40000153,48.00,0,0,0,2,0,0,127284,5.691978,0.919194542,43.00,145129,6.192354
NFL GAMEDAY 2002,1,0,0,1,NFL GAMEDAY,NATL FOOTBALL LEAGUE,SONY,RED ZONE INTERACTIVE,SPORTS,FOOTBALL,2001-12-01,2001,12,E,NO,55.09999847,50.00,5.691978,5.691978,0,5,1,3,146883,6.663849,0.983494946,44.00,153725,6.775682
NFL GAMEDAY 2003,1,0,0,1,NFL GAMEDAY,NATL FOOTBALL LEAGUE,SONY,RED ZONE INTERACTIVE,SPORTS,FOOTBALL,2002-08-01,2002,8,E,YES,68.19999695,40.00,6.663849,12.355827,0,7,2,9,134538,5.1540535,0.902635866,36.00,157619,5.710003
NFL GAMEDAY 2004,1,0,0,1,NFL GAMEDAY,NATL FOOTBALL LEAGUE,SONY,SONY COMPUTER ENTERTAINMENT,SPORTS,FOOTBALL,2003-08-01,2003,8,E,YES,69.5,39.00,5.1540535,17.50988,0,6,3,17,139933,5.1345215,0.931506654,35.00,158045,5.512061
NFL PRIMETIME 2002,2,0,1,1,,NATL FOOTBALL LEAGUE,KONAMI DIGITAL ENT.,FARSIGHT STUDIOS,SPORTS,FOOTBALL,2001-11-01,2001,1,E,NO,60.89999962,41.00,0,0,0,13,0,5,38695,1.677602828,0.953942785,36.00,43223,1.758599
NFL QUARTERBACK CLUB 2002,2,1,0,1,NFL QUARTERBACK CLUB,NATL FOOTBALL LEAGUE,ACCLAIM,ACCLAIM STUDIOS,SPORTS,FOOTBALL,2001-09-01,2001,9,E,NO,58.64999771,43.00,0,0,0,6,0,3,96896,3.0965985,0.89467537,27.00,119410,3.461142
NFL STREET,3,1,1,1,NFL STREETS,NATL FOOTBALL LEAGUE,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2004-01-01,2004,1,E,NO,79.90000153,41.33,0,0,3,12,0,52,1345625,56.367436,0.94921018,39.00,1502226,59.383514
NFL STREET 2,3,1,1,1,NFL STREETS,NATL FOOTBALL LEAGUE,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,FOOTBALL,2004-12-01,2004,12,E,NO,79.19999949,50.00,0,0,3,12,0,52,236866,11.758222,0.373757779,46.33,672413,31.459471
NHL 2001,1,0,0,1,NHL,NATIONAL HOCKEY LEAGUE (NHL),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,HOCKEY,2000-10-01,2000,10,E,NO,81.90000153,50.00,0,0,0,0,0,0,301518,14.240042,0.851332954,44.00,377990,16.72676
NHL 2002,2,0,1,1,NHL,NATIONAL HOCKEY LEAGUE (NHL),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,HOCKEY,2001-09-01,2001,9,E,NO,87.5,50.50,34.890808,14.240042,0,4,1,1,561982,27.321508,0.929696818,46.50,627045,29.387546
NHL 2003,3,1,1,1,NHL,NATIONAL HOCKEY LEAGUE (NHL),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,HOCKEY,2002-09-01,2002,9,E,NO,77.73333486,48.00,27.321508,41.561548,0,7,3,8,490392,21.46836725,0.914760827,37.00,568782,23.468831
NHL 2004,3,1,1,1,NHL,NATIONAL HOCKEY LEAGUE (NHL),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,HOCKEY,2003-09-01,2003,9,E,NO,84.3666687,49.33,21.46836725,63.02991575,0,6,6,18,490013,23.535614,0.918657723,45.00,546700,25.619568
NHL 2005,3,1,1,1,NHL,NATIONAL HOCKEY LEAGUE (NHL),ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,HOCKEY,2004-09-01,2004,9,E,NO,77.03333282,35.33,23.535614,86.565532,0,3,9,27,207270,7.40066,0.762216625,33.33,286424,9.709392
NHL 2K3,3,1,1,1,NHL 2K,NATIONAL HOCKEY LEAGUE (NHL),SEGA OF AMERICA,TREYARCH INVENTION,SPORTS,HOCKEY,2002-11-01,2002,11,E,NO,87.1333313,49.67,0,0,0,7,0,8,143377,6.67136875,0.952574622,41.33,161168,7.003513
NHL FACE OFF 2001,1,0,0,1,NHL FACE OFF,NATIONAL HOCKEY LEAGUE (NHL),SONY,989 SPORTS,SPORTS,HOCKEY,2001-02-01,2001,2,E,NO,54.29999924,39.00,0,0,0,3,0,1,52590,2.016685625,0.831076313,32.00,75618,2.426595
NHL FACEOFF 2003,1,0,0,1,NHL FACE OFF,NATIONAL HOCKEY LEAGUE (NHL),SONY,SOLWORKS,SPORTS,HOCKEY,2002-11-01,2002,11,E,NO,59.09999847,40.00,2.016685625,2.016685625,0,3,1,5,71867,2.558819,0.91874575,32.00,87172,2.785122
NHL HITZ 2002,3,1,1,1,NHL HITZ,NATIONAL HOCKEY LEAGUE (NHL),MIDWAY,BLACK BOX GAMES,SPORTS,HOCKEY,2001-09-01,2001,9,E,NO,80.29999797,50.00,0,0,0,4,0,1,470861,22.4988945,0.928168884,44.67,532834,24.240087
NHL HITZ 2003,3,1,1,1,NHL HITZ,NATIONAL HOCKEY LEAGUE (NHL),MIDWAY,BLACK BOX GAMES,SPORTS,HOCKEY,2002-09-01,2002,9,E,NO,82.33333333,48.67,22.4988945,22.4988945,0,7,3,8,166537,7.4599875,0.88520356,37.00,216020,8.427426
NHL HITZ PRO,3,1,1,1,NHL HITZ,NATIONAL HOCKEY LEAGUE (NHL),MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,HOCKEY,2003-09-01,2003,9,E,NO,81.39999898,36.33,7.4599875,29.958882,0,6,6,18,115682,3.8058285,0.914311835,30.33,134287,4.162506
NHL RIVALS 2004,1,0,1,0,,NATIONAL HOCKEY LEAGUE (NHL),MICROSOFT,MICROSOFT,SPORTS,HOCKEY,2003-11-01,2003,11,E,YES,66.59999847,46.00,0,0,0,3,0,5,54235,1.914564625,0.932061656,34.00,60957,2.054118
NICKELODEON PARTY BLAST,2,1,1,0,NICKELODEON,NICKELODEON,ATARI,DATA DESIGN,CHILDREN'S,CHILDREN'S GAMES,2002-10-01,2002,10,E,NO,15.60000038,35.00,0,0,0,4,0,0,220169,6.134233,0.814730604,26.50,287460,7.529155
NICKTOONS MOVIN',1,0,0,1,NICKTOONS,NICKELODEON,THQ,MASS MEDIA,CHILDREN'S,CHILDREN'S GAMES,2004-10-01,2004,10,E,NO,65.69999695,19.00,0,0,0,3,0,10,93367,1.8038,0.779971029,19.00,119129,2.31265
NIGHTCASTER,1,0,1,0,NIGHTCASTER,,MICROSOFT,,RPG,RPG,2002-01-01,2002,1,T,NO,59.5,37.00,0,0,1,4,0,0,58832,2.18126425,0.900022632,32.00,75600,2.423566
NIGHTCASTER2 EQUINOX,1,0,1,0,NIGHTCASTER,,JALECO,JALECO ENTERTAINMENT,RPG,RPG,2002-12-01,2002,12,T,NO,48.29999924,40.00,0,0,1,4,0,0,16445,0.278698,0.708729618,14.00,27808,0.393236
NIGHTMARE OF DRUAGA,1,0,0,1,,,NAMCO,ARIKA,RPG,RPG,2004-10-01,2004,10,E,NO,55.20000076,37.00,0,0,0,20,0,44,2534,0.093988,0.308680616,23.00,13488,0.304483
NIGHTSHADE,1,0,0,1,,,SEGA OF AMERICA,OVERWORKS,ACTION,GENERAL ACTION,2004-02-01,2004,2,M,NO,67.80000305,32.00,0,0,0,40,0,82,37207,1.193585,0.914402402,30.00,42994,1.305317
NINJA ASSAULT,1,0,0,1,,,NAMCO,NAMCO,SHOOTER,OTHER SHOOTER,2002-11-01,2002,11,T,NO,59.20000076,51.50,0,0,0,6,0,14,46735,2.314992219,0.919061648,41.50,52632,2.518865
NINJA GAIDEN,1,0,1,0,NINJA GAIDEN,,TECMO,TECMO,ACTION,GENERAL ACTION,2004-03-01,2004,3,M,YES,92.40000153,49.00,0,0,0,21,0,58,520871,25.67645,0.962870726,49.00,546368,26.66656
NO ONE LIVES FOREVER,1,0,0,1,NO ONE LIVES FOREVER,,VIVENDI UNIVERSAL,MONOLITH PRODUCTION,SHOOTER,1ST PERSON SHOOTER,2002-04-01,2002,4,T,NO,69.90000153,38.00,0,0,0,8,0,10,48205,1.778875625,0.934438993,34.00,55672,1.903683
ODDWORLD: MUNCH'S ODDYSEE,1,0,1,0,ODDWORLD,,MICROSOFT,ODDWORLD INHABITANTS,ACTION,PLATFORM/SCROLLING CHARACTER,2001-11-01,2001,11,T,NO,78.69999695,49.00,0,0,0,1,0,0,324681,13.847733,0.894644242,37.00,414850,15.47848
OKAGE: SHADOW KING,1,0,0,1,,,SONY,ZENER WORKS,RPG,RPG,2001-09-01,2001,9,T,NO,72.09999847,50.00,0,0,0,12,0,4,66478,2.637173,0.767673154,31.00,110176,3.435281
ONI,1,0,0,1,,,TAKE 2 INTERACTIVE,ROCKSTAR GAMES,ACTION,GENERAL ACTION,2001-01-01,2001,1,T,NO,68.59999847,40.00,0,0,0,14,0,0,159250,6.3645235,0.889783873,35.00,206791,7.152887
ONIMUSHA 2: SAMURAI,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2002-08-01,2002,8,M,NO,84.09999847,47.00,22.07818,22.07818,0,3,1,5,346742,13.930822,0.883509348,34.00,460470,15.7676
ONIMUSHA 3: DEMON,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2004-04-01,2004,4,M,NO,85.80000305,43.00,13.930822,36.009,1,8,2,15,209859,8.94104,0.894810184,36.00,280349,9.992108
ONIMUSHA BLADE WAR,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,2004-03-01,2004,3,T,NO,64.30000305,36.00,13.930822,36.009,1,17,2,26,36259,1.306692,0.910475726,33.00,42931,1.435175
ONIMUSHA WARLORDS,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2001-03-01,2001,3,M,NO,83.30000305,47.00,0,0,0,4,0,0,504647,22.07818,0.793948092,35.00,786228,27.80809
ORPHEN,1,0,0,1,,,ACTIVISION,KADOKAWA,RPG,RPG,2000-10-01,2000,10,T,NO,57.29999924,49.00,0,0,0,3,0,0,84727,3.17063325,0.809362337,32.00,123386,3.917446
OTOGI 2: IMMORTAL,1,0,1,0,OTOGI,,SEGA OF AMERICA,FROMSOFTWARE,ACTION,GENERAL ACTION,2004-10-01,2004,10,T,NO,80.19999695,40.00,0,0,0,21,0,58,16990,0.672502,0.66156696,36.00,27967,1.016529
OTOGI: MYTH OF DEMONS,1,0,1,0,,,SEGA OF AMERICA,FROMSOFTWARE,ACTION,GENERAL ACTION,2003-08-01,2003,8,T,NO,81.09999847,40.00,0,0,0,33,0,24,54260,2.108976,0.936823028,38.00,59349,2.2512
OUTLAW GOLF,2,1,1,0,BUNDLE,,VIVENDI UNIVERSAL,HYPNOTIX,OTHER GAMES,GOLF,2002-06-01,2002,6,T,NO,72.44999695,36.25,0,0,2,6,0,0,230237,7.677860188,0.891527546,22.75,297706,8.612028
OUTLAW GOLF 2,2,0,1,1,OUTLAW GOLF,,TAKE 2 INTERACTIVE,HYPNOTIX,SPORTS,GOLF,2004-10-01,2004,10,M,YES,70.84999847,20.00,6.3281505,6.5211805,0,3,2,12,110572,2.222427,0.497093724,20.00,223816,4.470841
OUTLAW VOLLEYBALL,1,0,1,0,,,VIVENDI UNIVERSAL,HYPNOTIX,SPORTS,MULTIPLE/OTHER SPORTS,2003-07-01,2003,7,M,YES,78,42.00,0,0,0,2,0,2,84844,2.2913845,0.776775793,20.00,144904,2.949866
OUTRUN 2,1,0,1,0,OUT RUN,,MICROSOFT,SUMO DIGITAL,RACING,ACTION ORIENTED RACING,2004-10-01,2004,10,E,YES,79.40000153,39.00,0,0,0,14,0,36,31732,1.229498,0.615506689,29.00,69456,1.997538
P.N. 03,1,1,0,0,,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,GENERAL ACTION,2003-09-01,2003,9,T,NO,64.19999695,36.00,0,0,0,20,0,18,40118,1.13098325,0.877401836,26.00,49044,1.289014
P.T.O. IV,1,0,0,1,P.T.O.,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,2003-02-01,2003,2,E,NO,64.30000305,50.00,0,0,0,2,0,5,27992,1.408867125,0.966535193,50.00,29146,1.457647
PAC-MAN FEVER,2,1,0,1,PACMAN,,NAMCO,MASS MEDIA,FAMILY,PARTY GAMES,2002-09-01,2002,9,E,NO,54.44999886,30.00,0,0,2,3,0,1,173697,4.70478425,0.631673643,23.00,326975,7.448125
PAC-MAN PLAYER'S BND,1,1,0,0,PACMAN,,NAMCO,NAMCO,ACTION,PLATFORM/SCROLLING CHARACTER,2003-12-01,2003,12,E,NO,80.30000305,19.00,4.509633,6.2412885,0,17,2,17,330276,6.373816,0.923067075,19.00,358291,6.905041
PAC-MAN WORLD 2,3,1,1,1,PACMAN,,NAMCO,NAMCO,ACTION,PLATFORM/SCROLLING CHARACTER,2002-02-01,2002,2,E,NO,69.80000051,39.67,0,0,2,39,0,12,502259,16.45363375,0.467748308,23.67,1512582,35.176255
PANZER DRAGOON ORTA,1,0,1,0,PANZER DRAGOON,,SEGA OF AMERICA,SMILEBIT,ACTION,GENERAL ACTION,2003-01-01,2003,1,T,NO,90.09999847,44.00,0,0,0,33,0,24,114519,5.044972,0.94705368,41.00,129199,5.327018
PAPER MARIO: THOUSAND,1,1,0,0,MARIO BROTHERS,SUPER MARIO BROTHERS,NINTENDO OF AMERICA,INTELLIGENT SYSTEMS,RPG,RPG,2004-10-01,2004,10,E,NO,87.80000305,47.00,87.051912,279.860384,2,12,6,12,548023,25.93113,0.847140446,47.00,649084,30.61019
PARAPPA THE RAPPER 2,1,0,0,1,PARAPPA THE RAPPER,,SONY,NANAON-SHA,FAMILY,MUSIC/DANCE GAMES,2002-01-01,2002,1,E,NO,66.90000153,35.00,0,0,0,4,0,3,41298,1.427773125,0.835135257,31.00,55686,1.709631
PARIS DAKAR RALLY,1,0,0,1,,,ACCLAIM,BROADSWORD INTERACTIVE,RACING,ACTION ORIENTED RACING,2001-09-01,2001,9,E,NO,45.40000153,45.00,0,0,0,23,0,4,43630,1.3947195,0.795826122,29.00,59696,1.752543
PHANTASY STAR I & II,2,1,1,0,PHANTASY STAR,,MICROSOFT,SONIC TEAM,RPG,RPG,2002-10-01,2002,4,T,YES,83.65000153,43.00,0,0,0,12,0,5,224876,10.15432825,0.850876251,40.00,275753,11.933966
PHANTASY STAR PLUS,1,1,0,0,PHANTASY STAR,,SEGA OF AMERICA,SONIC TEAM,RPG,RPG,2004-09-01,2004,9,T,YES,,30.00,7.9076935,7.9076935,1,12,1,12,26067,0.772452,0.753768344,30.00,34694,1.024787
PHANTASY STAR: CARD,1,1,0,0,PHANTASY STAR,,SEGA OF AMERICA,SONIC TEAM,FAMILY,CARD GAMES,2004-03-01,2004,3,T,YES,74.30000305,47.00,7.9076935,7.9076935,1,0,1,1,35213,1.668347,0.898766984,42.00,43963,1.856262
PHANTOM BRAVE,1,0,0,1,,,ATLUS,NIPPON ICHI SOFTWARE,RPG,RPG,2004-09-01,2004,9,T,NO,81.5,47.00,0,0,0,40,0,88,42606,2.018819,0.744117754,38.00,70904,2.713037
