COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
BLOODRAYNE,3,1,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,2002-10-01,2002,10,M,NO,70.53333028,50.00,0,0,0,69,0,20,255990,9.695214125,0.856637266,30.00,361538,11.317759
BLOODRAYNE 2,2,0,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,2004-10-01,2004,10,M,NO,72.34999847,48.50,8.17750375,8.17750375,0,61,2,140,91915,4.480384,0.731611548,42.50,143431,6.123993
BLOODY ROAR 3,1,0,0,1,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2001-06-01,2001,6,T,NO,69.80000305,51.00,0,0,0,2,0,4,73556,3.2629335,0.770652515,36.00,118090,4.233988
BLOODY ROAR 4,1,0,0,1,BLOODY ROAR,,KONAMI DIGITAL ENT.,HUDSON SOFT,FIGHTING,FIGHT/HEAD TO HEAD,2003-11-01,2003,11,M,NO,59.79999924,41.00,3.2629335,3.2629335,0,8,1,17,32138,1.147899875,0.927512664,35.00,35420,1.237611
BLOODY ROAR EXTREME,1,0,1,0,BLOODY ROAR,,KONAMI DIGITAL ENT.,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2003-05-01,2003,5,T,NO,63.29999924,30.00,0,0,0,9,0,7,22126,0.6645585,0.927708615,30.00,24008,0.716344
BLOODY ROAR: PRIMAL,1,1,0,0,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,2002-03-01,2002,3,T,NO,75.59999847,49.00,0,0,0,5,0,1,103608,4.949605,0.937938569,43.00,122231,5.27711
BLOWOUT,3,1,1,1,,,MAJESCO,KAOSKONTROL,ACTION,PLATFORM/SCROLLING CHARACTER,2003-11-01,2003,3,T,NO,56.83333333,14.00,0,0,0,41,0,72,93662,0.92537425,0.881605197,11.67,107415,1.049647
BMX XXX,3,1,1,1,,BMX,ACCLAIM,Z-AXIS,SPORTS,EXTREME SPORTS,2002-11-01,2002,11,M,NO,57.29999924,50.67,0,0,0,37,0,24,127198,4.494786688,0.917283001,29.33,159194,4.900109
BOMBASTIC,1,0,0,1,,,CAPCOM USA,CAPCOM,FAMILY,PUZZLE GAMES,2003-08-01,2003,8,E,NO,75.30000305,31.00,0,0,0,1,0,6,12310,0.265610344,0.765059635,19.00,18302,0.347176
BOMBERMAN GENERATION,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,2002-06-01,2002,6,E,NO,77.40000153,49.00,0,0,0,16,0,0,102477,4.845198,0.874314922,43.00,128659,5.541708
BOMBERMAN JETTERS,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,2004-03-01,2004,3,E,NO,66.80000305,20.00,4.845198,4.845198,0,16,1,35,35101,0.688055,0.930114511,19.00,38576,0.739753
BOND 007 EVERYTHING OR NOTHING,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,ACTION,GENERAL ACTION,2004-02-01,2004,2,T,NO,84.5,40.00,70.070654,145.541998,3,76,6,179,991659,39.514316,0.912171981,36.33,1186823,43.318932
BOND 007: NIGHTFIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,EUROCOM DEVELOPMENTS,SHOOTER,1ST PERSON SHOOTER,2002-11-01,2002,11,T,NO,80.5,49.00,47.745928,47.745928,2,21,1,11,1545067,69.39069,0.863542803,37.67,2091183,80.35582
BOND: AGENT UNDER FIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,1ST PERSON SHOOTER,2001-11-01,2001,3,T,NO,73.03333282,47.67,0,0,2,19,0,4,1651154,76.151303,0.825087955,37.00,2453726,92.29477
BREAKDOWN,1,0,1,0,,,NAMCO,NAMCO,ACTION,GENERAL ACTION,2004-03-01,2004,3,M,NO,73.09999847,31.00,0,0,0,21,0,58,51742,1.594821,0.905025241,28.00,62352,1.762184
BREATH OF FIRE:DRAGON,1,0,0,1,BREATH OF FIRE,,CAPCOM USA,CAPCOM,RPG,RPG,2003-02-01,2003,2,T,NO,76.69999695,39.00,0,0,0,15,0,28,59907,2.27789125,0.904825976,34.00,75041,2.517491
BRITNEY'S DANCE BEAT,1,0,0,1,,BRITNEY SPEARS,THQ,METRO,FAMILY,MUSIC/DANCE GAMES,2002-05-01,2002,5,E,NO,61,36.00,0,0,0,4,0,3,80981,2.816454,0.910927819,32.00,96182,3.091852
BROKEN SWORD: THE SLEEPING DRAGO,1,0,1,0,BROKEN SWORD,,DREAMCATCHER INTERACTIVE,REVOLUTION SOFTWARE,ADVENTURE,GENERAL ADVENTURE,2003-12-01,2003,12,T,NO,79.30000305,38.00,0,0,0,5,0,9,8893,0.259648,0.93170996,27.00,10280,0.278679
BRUCE LEE: DRAGON,1,0,1,0,BRUCE LEE,OTHER,VIVENDI UNIVERSAL,RONIN ENTERTAINMENT,ACTION,GENERAL ACTION,2002-06-01,2002,6,T,NO,36.79999924,43.00,0,0,0,21,0,2,148550,5.8160745,0.902209065,34.00,189514,6.446482
BRUTE FORCE,1,0,1,0,,,MICROSOFT,DIGITAL ANVIL,SHOOTER,SQUAD BASED COMBAT,2003-05-01,2003,5,M,NO,78.09999847,44.00,0,0,0,7,0,2,401047,16.097441,0.927159257,36.00,480412,17.36211
BUFFY VAMPIRE SLAYER,1,0,1,0,BUFFY THE VAMPIRE SLAYER,OTHER,ELECTRONIC ARTS,THE COLLECTIVE,ACTION,GENERAL ACTION,2002-08-01,2002,8,T,NO,80.30000305,40.00,0,0,0,21,0,2,113548,4.204098,0.901022113,35.00,133651,4.665921
BUFFY: CHAOS BLEEDS,3,1,1,1,BUFFY THE VAMPIRE SLAYER,OTHER,VIVENDI UNIVERSAL,EUROCOM DEVELOPMENTS,ACTION,GENERAL ACTION,2003-08-01,2003,8,T,NO,74.40000153,39.67,11.0984,4.204098,0,84,1,92,130425,4.497909063,0.900203133,34.67,154714,4.996549
BUJINGAI: FORSAKEN,1,0,0,1,,,BAM!,RED ENTERTAINMENT,ACTION,GENERAL ACTION,2004-07-01,2004,7,T,NO,74,39.00,0,0,0,40,0,82,24490,0.947026,0.828426767,37.00,31131,1.143162
BURNOUT,3,1,1,1,BURNOUT,,ACCLAIM,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,2001-10-01,2001,4,E,NO,78.66666667,49.33,0,0,0,36,0,12,329136,13.99706825,0.759920657,33.00,564216,18.419118
BURNOUT 2: IMPACT,3,1,1,1,BURNOUT,,ACCLAIM,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,2002-09-01,2002,4,E,NO,88.19999949,41.00,16.13163825,13.99706825,0,52,3,51,361100,14.233597,0.722521685,32.00,580412,19.699889
BURNOUT 3: TAKEDOWN,2,0,1,1,BURNOUT,,ELECTRONIC ARTS,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,2004-09-01,2004,9,T,YES,93.40000153,49.00,12.188527,22.941471,0,24,4,98,559531,27.15841,0.674092962,39.50,1028777,40.28882
BUST A MOVE 3000,1,1,0,0,BUST A MOVE,,UBISOFT,TAITO,FAMILY,PUZZLE GAMES,2003-02-01,2003,2,E,NO,60.70000076,40.00,0,0,0,0,0,5,5463,0.2148305,0.880351845,38.00,6469,0.244028
BUTT UGLY MARTNS:ZOOM,1,0,0,1,BUTT UGLY MARTIANS,BUTT UGLY MARTIANS,CRAVE,RUNECRAFT,RACING,COMBAT ORIENTED RACING,2003-08-01,2003,8,E,NO,37,20.00,0,0,0,7,0,9,6102,0.086712336,0.809374489,13.00,8151,0.107135
C.A.R.T. FURY,1,0,0,1,,,MIDWAY,GRATUITUS GAMES,RACING,SPORTS ORIENTED RACING,2001-05-01,2001,5,E,NO,61.79999924,45.00,0,0,0,7,0,3,50566,2.096791625,0.800240144,35.00,75411,2.620203
CABELA'S BIG GAME HUNT,1,0,0,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,2002-11-01,2002,11,T,NO,60.70000076,31.00,0,0,0,0,0,0,363886,10.476736,0.781096351,24.00,556160,13.41286
CABELA'S BIG GAME HUNTER 2005 AD,3,1,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,2004-11-01,2004,11,T,NO,61.53333282,29.67,13.698816,34.492848,2,2,5,6,178596,5.245546,0.571995569,28.00,331372,9.170606
CABELA'S DANGEROUS HUNTS,2,0,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,2003-11-01,2003,11,T,NO,51,30.50,10.476736,10.476736,2,3,1,1,506532,13.698816,0.836790391,26.00,633914,16.370666
CABELA'S DEER HUNT 2004,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,2003-08-01,2003,8,T,NO,66.49999809,30.50,10.476736,10.476736,2,3,1,1,355259,10.31729625,0.908007118,28.00,399311,11.362572
CABELA'S DEER HUNT 2005 SEASON,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,2004-08-01,2004,8,T,NO,61.60000038,29.50,13.698816,34.492848,2,2,5,6,140675,4.088428,0.763569163,27.50,193947,5.354365
CALL OF DUTY: FINEST HOUR,3,1,1,1,CALL OF DUTY,,ACTIVISION,SPARK UNLIMITED,SHOOTER,1ST PERSON SHOOTER,2004-11-01,2004,11,T,NO,75.26666768,45.00,0,0,0,18,0,58,1252561,55.497893,0.804564186,44.00,1579040,68.978826
CAPCOM FIGHTING EVO,1,0,0,1,,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,2004-11-01,2004,11,T,NO,59.40000153,30.00,0,0,0,17,0,26,33233,0.989141,0.571015813,29.00,59405,1.732248
CAPCOM VS SNK 2: EO,2,1,1,0,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,2002-09-01,2002,2,T,NO,76.25,39.00,0,0,0,14,0,8,116509,4.191391125,0.920094904,34.50,132478,4.55539
CAPCOM VS SNK2:MLLNM,1,0,0,1,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,2001-11-01,2001,11,T,NO,82.30000305,43.00,0,0,0,2,0,4,163321,6.761385,0.926614044,40.00,180269,7.296873
CARMEN SANDIEGO: THE SECRET OF T,3,1,1,1,CARMEN SANDIEGO,CARMEN SANDIEGO,BAM!,ARTIFICIAL MIND AND MOVEMENT,ACTION,STEALTH ACTION,2004-09-01,2004,9,E,NO,54.4666659,17.67,0,0,0,18,0,16,14756,0.263984,0.558626542,15.67,29854,0.472559
CARVE,1,0,1,0,,,TAKE 2 INTERACTIVE,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,2004-02-01,2004,2,E,YES,65.09999847,14.00,0,0,0,14,0,36,25246,0.365138,0.897857513,14.00,29716,0.406677
CASPER: SPIRIT,2,1,0,1,CASPER,CASPER,TAKE 2 INTERACTIVE,LUCKY CHICKEN GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,2001-09-01,2001,9,E,NO,56.79999924,37.00,0,0,0,24,0,1,50198,1.77050425,0.816864627,27.00,69543,2.167439
CASTLE SHIKIGAMI 2,1,0,0,1,MOBILE LIGHT FORCE,,XS GAMES,ALFA SYSTEMS,SHOOTER,OTHER SHOOTER,2004-11-01,2004,11,E,NO,64,10.00,0.29356225,0.29356225,0,5,1,15,2171,0.022667,0.418673809,10.00,5298,0.05414
CASTLEVANIA: LAMENT,1,0,0,1,CASTLEVANIA,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,2003-10-01,2003,10,M,NO,79.69999695,49.00,0,0,0,31,0,50,322866,13.233421,0.940471464,39.00,361123,14.07105
CATWOMAN,3,1,1,1,,OTHER,ELECTRONIC ARTS,ELECTRONIC ARTS,ACTION,GENERAL ACTION,2004-07-01,2004,7,T,NO,49.56666692,25.33,0,0,0,76,0,179,89582,2.292242,0.820931544,23.33,119481,2.792245
CEL DAMAGE,2,1,1,0,,,ELECTRONIC ARTS,PSEUDO INTERACTIVE,RACING,COMBAT ORIENTED RACING,2001-10-01,2001,1,T,NO,65.30000305,43.00,0,0,0,8,0,0,97615,3.809153875,0.921863962,36.00,113555,4.132013
CELEBRITY DEATH MATCH,2,0,1,1,,CELEBRITY DEATH MATCH,TAKE 2 INTERACTIVE,BIG APE PRODUCTIONS,FIGHTING,WRESTLING,2003-10-01,2003,10,M,NO,38.35000038,20.00,0,0,0,5,0,7,334801,5.951762625,0.879598086,17.00,403079,6.766457
CHAMPS NORRATH:REALMS,1,0,0,1,EVERQUEST,,SONY,SNOWBLIND STUDIOS,RPG,RPG,2004-02-01,2004,2,T,YES,85.19999695,38.00,29.8379,5.3000205,0,20,2,44,317816,12.12588,0.848455503,33.00,431972,14.29171
CHAOS LEGION,1,0,0,1,,,CAPCOM USA,CAPCOM,RPG,RPG,2003-08-01,2003,8,T,NO,66.59999847,48.00,0,0,0,15,0,28,99248,4.341043,0.922286108,40.00,117330,4.706829
CHARLIES ANGELS,1,1,0,0,,CHARLIE'S ANGELS,UBISOFT,NEKO ENTERTAINMENT,ACTION,GENERAL ACTION,2003-07-01,2003,7,T,NO,23.60000038,30.00,0,0,0,20,0,18,8694,0.239779078,0.836764594,26.00,11159,0.286555
CHASE: STUNT DRIVER,1,0,1,0,,,BAM!,I-IMAGINE,RACING,ACTION ORIENTED RACING,2002-09-01,2002,9,T,NO,66.80000305,36.00,0,0,0,10,0,4,42736,1.078881,0.7470099,21.00,70147,1.444266
CHESSMASTER,2,0,1,1,CHESSMASTER,,UBISOFT,UBISOFT ENTERTAINMENT,FAMILY,TRADITIONAL BOARD GAMES,2003-05-01,2003,5,E,YES,77.45000076,20.50,0,0,0,2,0,2,141996,2.92616675,0.678474625,20.00,217233,4.312861
CHORO Q,1,0,0,1,,,ATLUS,TAKARA,RACING,ACTION ORIENTED RACING,2004-11-01,2004,11,E,NO,58.29999924,14.00,0,0,0,10,0,62,1851,0.0254,0.470692882,13.00,4009,0.053963
CHRONICLES OF RIDDICK: ESCAPE FR,1,0,1,0,,OTHER,VIVENDI UNIVERSAL,STARBREEZE STUDIOS,SHOOTER,1ST PERSON SHOOTER,2004-06-01,2004,6,M,YES,88.40000153,44.00,0,0,0,11,0,19,211690,9.211107,0.93926845,42.00,232845,9.806682
CIRCUS MAXIMUS,1,0,1,0,,,ENCORE,KODIAK INT. SOFTWARE,RACING,COMBAT ORIENTED RACING,2002-02-01,2002,2,T,NO,63.90000153,42.00,0,0,0,4,0,3,32536,1.327042,0.910713759,35.00,41964,1.457145
CITY CRISIS,1,0,0,1,,,TAKE 2 INTERACTIVE,SYSCOM ENTERTAINMENT,RACING,ACTION ORIENTED RACING,2001-07-01,2001,7,E,NO,61.90000153,46.00,0,0,0,23,0,4,32073,1.261165375,0.788490532,32.00,50459,1.599468
CITY RACER,1,1,0,0,,OTHER,UBISOFT,UBISOFT ENTERTAINMENT,RACING,ACTION ORIENTED RACING,2003-04-01,2003,4,E,NO,54.29999924,40.00,0,0,0,17,0,8,3738,0.14984,0.818681499,40.00,4571,0.183026
CLANCY COMPANION DISC,1,0,1,0,TOM CLANCY,TOM CLANCY,UBISOFT,,SHOOTER,SQUAD BASED COMBAT,2003-11-01,2003,11,M,NO,,4.00,55.956472,89.602808,2,7,2,2,64718,0.262298594,0.876312032,4.00,75885,0.299321
"CLASSIC MONSTERS, INC",1,0,0,1,MONSTERS INC.,"MONSTERS, INC.",BUENA VISTA GAMES,ARTIFICIAL MIND AND MOVEMENT,ACTION,PLATFORM/SCROLLING CHARACTER,2004-10-01,2004,10,E,NO,,18.00,4.488455,4.488455,0,25,1,42,34288,0.634295,0.680009306,19.00,49852,0.932774
CLASSIC STITCH:EXPMNT,1,0,0,1,,LILO AND STITCH,BUENA VISTA GAMES,HIGH VOLTAGE SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,2004-10-01,2004,10,E,NO,,20.00,0,0,0,25,0,42,18215,0.360839,0.718487914,19.00,25774,0.50222
CLOCK TOWER 3,1,0,0,1,CLOCK TOWER,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2003-03-01,2003,3,M,NO,69.69999695,34.00,0,0,0,5,0,9,58361,1.89062825,0.885231266,28.00,76539,2.135745
COLIN MCRAE RALLY 04,1,0,1,0,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,2004-03-01,2004,3,E,YES,85.90000153,21.00,0.8779755,0.8779755,1,14,1,36,58201,1.232569,0.962224366,21.00,60898,1.280958
COLIN MCRAE RALLY 2005,1,0,1,0,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,2004-09-01,2004,9,E,YES,83.5,30.00,0.8779755,0.8779755,1,14,1,36,14945,0.447021,0.674533847,28.00,23550,0.662711
COLIN MCRAE RALLY 3,2,0,1,1,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,2003-02-01,2003,2,E,NO,85.5,48.50,0,0,0,37,0,59,38730,1.8334155,0.932511963,44.50,44345,1.966104
COMMANDOS 2: MEN OF COURAGE,2,0,1,1,COMMANDOS,,EIDOS INTERACTIVE,PYRO STUDIOS,STRATEGY,REAL-TIME STRATEGY,2002-08-01,2002,8,T,NO,72.04999924,45.00,0,0,0,2,0,1,93676,3.62059775,0.909480612,35.50,111662,3.980951
CONFLICT ZONE,1,0,0,1,,,UBISOFT,MASA GROUP,STRATEGY,REAL-TIME STRATEGY,2002-10-01,2002,10,T,NO,57.20000076,21.00,0,0,0,2,0,1,70716,1.43279,0.858393449,20.00,83727,1.669153
CONFLICT: DESERT STORM,3,1,1,1,CONFLICT: DESERT STORM,,TAKE 2 INTERACTIVE,PIVOTAL GAMES,SHOOTER,SQUAD BASED COMBAT,2002-09-01,2002,4,T,NO,72.5,42.67,0,0,0,6,0,1,728612,29.57876269,0.798987828,29.67,1139554,37.020292
CONFLICT: DESERT STORM 2,3,1,1,1,CONFLICT: DESERT STORM,,TAKE 2 INTERACTIVE,PIVOTAL GAMES,ACTION,GENERAL ACTION,2003-10-01,2003,1,T,NO,73.63333384,48.33,29.57876269,29.57876269,0,25,3,45,430324,20.086328,0.927131027,46.33,475059,21.665037
CONFLICT: VIETNAM,2,0,1,1,,,TAKE 2 INTERACTIVE,PIVOTAL GAMES,SHOOTER,SQUAD BASED COMBAT,2004-10-01,2004,10,M,NO,65.70000076,37.50,0,0,0,8,0,18,220709,8.277681,0.769634669,37.00,292053,10.755338
CONTRA:SHATTERED SLDR,1,0,0,1,CONTRA,,KONAMI DIGITAL ENT.,KONAMI,ACTION,PLATFORM/SCROLLING CHARACTER,2002-10-01,2002,10,T,NO,76.19999695,49.00,0,0,0,14,0,10,215568,10.171742,0.953313627,46.00,230240,10.66988
COOL BOARDERS 2001,1,0,0,1,COOL BOARDERS,,SONY,IDOL MINDS,SPORTS,EXTREME SPORTS,2001-05-01,2001,5,E,NO,75.40000153,49.00,0,0,0,10,0,3,98492,4.4487695,0.852582824,40.00,131511,5.217991
CORVETTE,2,0,1,1,,CHEVROLET,TAKE 2 INTERACTIVE,STEEL MONKEYS,RACING,ACTION ORIENTED RACING,2003-12-01,2003,3,E,NO,52.89999962,15.00,0,0,0,30,0,77,425286,4.728308,0.793278377,12.00,551873,5.960465
COUNTER STRIKE,1,0,1,0,,,MICROSOFT,VALVE SOFTWARE,SHOOTER,SQUAD BASED COMBAT,2003-11-01,2003,11,M,YES,73.19999695,49.00,0,0,0,7,0,2,442362,16.941668,0.877402936,35.00,555558,19.30888
CRASH BANDICOOT: CORTEX,3,1,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL,EUROCOM DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,2001-10-01,2001,4,E,NO,67,43.67,0,0,0,33,0,3,1078334,36.855727,0.596836626,24.00,2405324,61.751785
CRASH 'N' BURN,2,0,1,1,,,EIDOS INTERACTIVE,CLIMAX GROUP,RACING,COMBAT ORIENTED RACING,2004-11-01,2004,11,T,YES,64.20000076,16.50,0,0,0,3,0,32,77734,1.279998,0.594427512,17.00,125269,2.153329
CRASH NITRO KART,3,1,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL,VICARIOUS VISIONS,RACING,ACTION ORIENTED RACING,2003-11-01,2003,11,E,NO,65.1666654,47.00,36.855727,36.855727,0,54,3,67,641801,23.00744075,0.8612074,31.33,828141,26.715331
CRASH: TWINSANITY,2,0,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL,TRAVELLER'S TALES,ACTION,PLATFORM/SCROLLING CHARACTER,2004-09-01,2004,9,E,NO,66.29999924,46.50,19.204276,51.93658,0,37,4,64,207609,9.565048,0.759527918,41.50,303397,12.593412
CRAZY TAXI,2,1,0,1,CRAZY TAXI,,ACCLAIM,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,2001-05-01,2001,5,T,NO,74.65000153,48.50,0,0,0,26,0,4,485884,19.269362,0.597464879,27.50,1200402,32.251874
CRAZY TAXI 3,1,0,1,0,CRAZY TAXI,,SEGA OF AMERICA,HITMAKER,RACING,ACTION ORIENTED RACING,2002-07-01,2002,7,T,NO,69.80000305,41.00,0,0,0,10,0,4,87076,3.2737835,0.876898622,35.00,107081,3.733366
CRIMSON SEA,1,0,1,0,CRIMSON SEA,,KOEI,KOEI,ACTION,GENERAL ACTION,2002-12-01,2002,12,T,NO,77.59999847,50.00,0,0,0,21,0,2,25303,1.20819,0.931591962,43.00,29948,1.296909
CRIMSON SEA 2,1,0,0,1,CRIMSON SEA,,KOEI,KOEI,ACTION,GENERAL ACTION,2004-03-01,2004,3,T,NO,74.80000305,49.00,0,0,0,40,0,82,20965,1.024624,0.9043388,46.00,24680,1.133009
CRIMSON SKIES: HIGH,1,0,1,0,CRIMSON SKIES,,MICROSOFT,ZIPPER INTERACTIVE,FLIGHT,AIR COMBAT SIMULATIONS,2003-10-01,2003,10,T,YES,89.80000305,49.00,0,0,0,1,0,2,382502,15.326616,0.874299835,37.00,470534,17.53016
CRIMSON TEARS,1,0,0,1,,,CAPCOM USA,DREAMFACTORY,ACTION,GENERAL ACTION,2004-07-01,2004,7,T,NO,63.29999924,39.00,0,0,0,40,0,82,7036,0.277227,0.808011122,33.00,10286,0.343098
CROUCHING TIGER,2,0,1,1,,OTHER,UBISOFT,GENKI,ACTION,GENERAL ACTION,2003-10-01,2003,10,T,NO,49.35000038,30.00,0,0,0,64,0,74,43773,1.1811765,0.881635537,22.00,52968,1.339756
CSI: CRIME SCENE,1,0,1,0,C.S.I.,CSI,UBISOFT,UBISOFT ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,2004-12-01,2004,12,M,NO,43.20000076,20.00,0,0,0,5,0,15,15858,0.314707,0.261764588,20.00,60093,1.202252
CUBIVORE,1,1,0,0,,,ATLUS,SARU BRUNEI MARIGUL MANAGEMENT,STRATEGY,LIFE SIMULATIONS,2002-11-01,2002,11,E,NO,72,44.00,0,0,0,1,0,0,9466,0.396219344,0.909521374,40.00,10784,0.435635
CUBIX ROBOTS FOR EVERYONE: SHOWD,1,1,0,0,CUBIX,CUBIX,THE 3DO COMPANY,BLITZ GAMES,ACTION,GENERAL ACTION,2004-08-01,2004,8,E,NO,57.29999924,,0,0,0,15,0,39,0,0,0,8.00,264,0.002102
CULDCEPT,1,0,0,1,,,NEC GAMES,OMIYASOFT,FAMILY,CARD GAMES,2003-12-01,2003,12,T,NO,81.30000305,42.00,0,0,0,1,0,0,8514,0.330444,0.918083617,35.00,10143,0.359928
CURSE: THE EYE OF ISIS,1,0,1,0,,,DREAMCATCHER INTERACTIVE,ASYLUM ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,2003-12-01,2003,12,M,NO,60.59999847,,0,0,0,3,0,4,3890,0.077026,0.966315816,20.00,4066,0.079711
CUSTOM ROBO,1,1,0,0,,,NINTENDO OF AMERICA,NOISE,SHOOTER,MECHANIZED SHOOTER,2004-05-01,2004,5,T,NO,65.80000305,39.00,0,0,0,0,0,2,158577,6.255708,0.916403838,39.00,175303,6.826366
CY GIRLS,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,2004-03-01,2004,3,M,NO,56.40000153,32.00,0,0,0,40,0,82,11099,0.357983,0.904013455,30.00,13296,0.395993
DAKAR 2: ULTIMATE RALLY,2,1,1,0,,,ACCLAIM,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,2003-03-01,2003,3,E,NO,67.40000153,23.50,0,0,0,37,0,23,26134,0.56692925,0.86407521,22.00,30656,0.656111
DANCE DANCE REVOLUTION EXTREME,1,0,0,1,DANCE DANCE,,KONAMI DIGITAL ENT.,KONAMI,FAMILY,MUSIC/DANCE GAMES,2004-09-01,2004,9,E,NO,77.40000153,49.00,35.186476,68.044704,2,26,6,38,444687,20.96035,0.597070473,49.00,731749,35.10532
DANCE DANCE REVOLUTION MAX 2,1,0,0,1,DANCE DANCE,,KONAMI DIGITAL ENT.,KONAMI,FAMILY,MUSIC/DANCE GAMES,2003-09-01,2003,9,E,NO,82.69999695,51.00,21.35622,21.35622,2,20,2,16,530675,23.344243,0.74870507,49.00,743476,31.179491
DANCE DANCE REVOLUTION ULTRAMIX,1,0,1,0,DANCE DANCE,,KONAMI DIGITAL ENT.,KONAMI,FAMILY,MUSIC/DANCE GAMES,2004-11-01,2004,11,E,YES,81.19999695,50.50,11.569326,18.360928,2,8,4,6,141284,7.459598,0.665070767,50.50,225028,11.216247
DARK ANGEL: VAMPIRE,1,0,0,1,,,METRO3D,METRO3D,RPG,RPG,2001-06-01,2001,6,T,NO,50.29999924,49.00,0,0,0,12,0,4,23220,1.069966,0.860034917,39.00,32076,1.244096
DARK CLOUD,1,0,0,1,DARK CLOUD,,SONY,LEVEL-5,RPG,RPG,2001-05-01,2001,5,T,NO,78.30000305,50.00,0,0,0,12,0,4,359504,14.97379,0.704705981,32.00,668589,21.24828
DARK CLOUD 2,1,0,0,1,DARK CLOUD,,SONY,LEVEL-5,RPG,RPG,2003-02-01,2003,2,T,NO,88.40000153,39.00,14.97379,14.97379,0,15,1,28,247911,9.689264,0.934956621,38.00,272936,10.36333
DARK SUMMIT,3,1,1,1,,,THQ,RADICAL ENTERTAINMENT,SPORTS,EXTREME SPORTS,2001-11-01,2001,2,T,NO,68.30000051,43.33,0,0,0,27,0,6,124326,4.046875875,0.839093866,28.00,171300,4.822912
DARKENED SKYE,1,1,0,0,,,SIMON & SCHUSTER,BOSTON ANIMATION,RPG,RPG,2002-11-01,2002,11,T,NO,64,50.00,0,0,0,4,0,0,6219,0.165706922,0.846052119,25.00,7760,0.195859
